gnssId,svId,sigId,freqId,numWords,chn,version,reserved0,dwrd_01,dwrd_02,dwrd_03,dwrd_04,dwrd_05,dwrd_06,dwrd_07,dwrd_08,dwrd_09,dwrd_10
1,129,0,0,9,18,2,250,3338403840,0,0,0,0,0,0,140252864,0,
2,29,5,0,8,69,2,0,9786709,1431655765,1431655765,1431846912,2573303808,42,2863313465,721371136,,
6,9,0,5,4,14,2,0,714702848,270336,2099200,44761089,,,,,,
6,16,0,6,4,15,2,0,714768384,270336,1050624,44761089,,,,,,
6,21,0,11,4,16,2,0,714768384,139264,2099200,44761089,,,,,,
2,33,5,0,8,72,2,0,9786709,1431655765,1431655765,1431846912,2573303808,42,2863313465,721371136,,
6,21,2,11,4,88,2,0,714768384,139264,2099200,44761089,,,,,,
6,9,2,5,4,92,2,0,714702848,270336,2099200,44761089,,,,,,
2,26,5,0,8,73,2,0,9786709,1431655765,1431655765,1431846912,2573303808,42,2863313465,721371136,,
1,137,0,0,9,0,2,236,1409024000,0,0,0,0,0,0,25179840,0,
1,128,0,0,9,3,2,250,1395144201,2227700016,1682818360,14533808,0,0,0,218281536,0,
1,129,0,0,9,18,2,250,1409024000,0,0,0,0,0,0,25179840,0,
2,26,1,0,8,22,2,0,9786709,1431655765,1431655765,1431846912,2573333117,58149248,4055919139,696958976,,
2,29,1,0,8,36,2,0,9786709,1431655765,1431655765,1431846912,2573322621,58149290,2863285469,227196928,,
1,137,0,0,9,0,2,236,2600206336,0,0,0,0,0,0,478639936,0,
1,128,0,0,9,3,2,250,2584854543,4282384895,3231711561,960585725,4292869631,3757940667,2545680383,4085866560,0,
1,129,0,0,9,18,2,250,2600206336,0,0,0,0,0,0,478639936,0,
0,24,0,0,10,5,2,0,583095850,2272455984,272755401,2386732562,3209723961,2822976319,921727481,3206918146,2580908741,2340422651
0,23,0,0,10,2,2,0,583095850,2272455984,272755508,239248955,1062240272,675492630,3069211088,1059434439,433425169,2340422651
0,18,0,0,10,4,2,0,583095850,2272455984,272755508,239248955,1062240272,675492630,3069211088,1059434439,433425169,2340422651
0,12,0,0,10,1,2,0,583095850,2272455984,272755401,2386732562,3209723961,2822976319,921727481,3206918146,2580908741,2340422651
2,26,5,0,8,73,2,0,9786709,1431655765,1431655765,1431846912,2573336576,42,2863304302,3196010496,,
6,16,0,6,4,15,2,0,889998345,2002823800,125489152,44761089,,,,,,
6,21,0,11,4,16,2,0,889998345,2002823800,125489152,44761089,,,,,,
6,6,0,3,4,31,2,0,889997833,2002823800,125487104,44761089,,,,,,
6,9,0,5,4,14,2,0,889998612,2806032988,127117312,44761089,,,,,,
6,21,2,11,4,88,2,0,889998345,2002823800,125489152,44761089,,,,,,
2,29,5,0,8,69,2,0,9786709,1431655765,1431655765,1431846912,2573336576,42,2863304302,3196010496,,
6,9,2,5,4,92,2,0,889998612,2806032988,127117312,44761089,,,,,,
2,33,5,0,8,72,2,0,9786709,1431655765,1431655765,1431846912,2573336576,42,2863304302,3196010496,,
5,3,0,0,10,39,2,0,583051905,2272454111,808102534,2863311509,2863311509,2863311509,2863311509,2863311509,2863311509,2863311408
5,7,0,0,10,20,2,0,583051905,2272454111,808102534,2863311509,2863311509,2863311509,2863311509,2863311509,2863311509,2863311408
1,137,0,0,9,0,2,236,3322699772,2096639,4294836191,4261396483,4290772992,536846265,3149536691,3113568640,0,
1,128,0,0,9,3,2,250,3322601469,4292869631,3757965279,4228063231,4292869631,3758078907,3148322747,2861170048,0,
1,129,0,0,9,18,2,250,3322716156,6290943,4294836191,4261396480,0,536846265,3149536691,2724519616,0,
2,26,1,0,8,22,2,0,271540723,2890783710,3781626732,2617360384,2778734398,2181038095,17004112,3423322112,,
2,29,1,0,8,36,2,0,283581448,2476740915,4027081186,3825041408,2686453566,2181038122,2863300501,2508963840,,
1,137,0,0,9,0,2,236,1393057789,4292869631,3221356511,4261404671,4292870143,3221470137,4223380394,222751360,0,
1,128,0,0,9,3,2,250,1393418237,4292869631,4293525471,4261404671,4286579711,536853433,2075891059,2534832640,0,
1,129,0,0,9,18,2,250,1393074173,4292869631,3221356511,4261404671,4292870143,3221470137,4223380394,29678848,0,
2,29,5,0,8,69,2,0,17171942,3555421846,3073025,2852438016,2640625664,42,2863312032,385826816,,
2,26,5,0,8,73,2,0,17171942,3464971236,3304675,2852438016,2457387008,42,2863311001,67059712,,
6,9,0,5,4,14,2,0,956465929,2855583873,437641216,44761089,,,,,,
6,16,0,6,4,15,2,0,956826211,2838806673,705880064,44761089,,,,,,
6,21,0,11,4,16,2,0,956828259,2838806673,706156544,44761089,,,,,,
6,6,0,3,4,31,2,0,956828259,2838806673,706156544,44761089,,,,,,
6,21,2,11,4,88,2,0,956828259,2838806673,706156544,44761089,,,,,,
6,16,2,6,4,90,2,0,956826211,2838806673,705880064,44761089,,,,,,
6,9,2,5,4,92,2,0,956465929,2855583873,437641216,44761089,,,,,,
2,33,5,0,8,72,2,0,17171942,3109145749,3287550,2852438016,2450440192,42,2863304674,717176832,,
6,20,0,9,4,17,2,0,956828259,2838806673,706156544,44761089,,,,,,
2,21,5,0,8,74,2,0,17171942,3530563381,749951,2852438016,2860040192,42,2863303513,1052721152,,
1,137,0,0,9,0,2,236,2584764413,4292869631,3757834271,4261404669,4292869631,3758078907,3015424955,2730018240,0,
3,23,0,0,10,10,2,0,948973933,367091647,609022970,360513718,18873849,699268962,897539883,768965283,833639454,666732130
3,6,0,0,10,7,2,0,948973933,367091647,609038077,946733042,1043857295,389939058,627115685,731456954,439142058,748954655
3,6,2,0,10,65,2,67,948973933,367091647,609038077,946733042,1043857295,389939058,627115685,731456954,439142058,748954655
3,8,0,0,10,8,2,0,948973933,367091647,609769371,851312884,135266255,444071759,75434176,548434542,920388460,413058081
3,16,0,0,10,24,2,0,948973933,367091647,609121273,512098274,1071120143,422313846,490798546,731469495,689256865,467427906
3,8,2,0,10,64,2,67,948973933,367091647,609769371,851312884,135266255,444071759,75434176,548434542,920388460,413058081
3,16,2,0,10,67,2,67,948973933,367091647,609121273,512098274,1071120143,422313846,490798546,731469495,689256865,467427906
3,13,0,0,10,11,2,0,948973933,367091647,609566125,551354157,1070071663,426377163,232742157,8589136,438636691,246663312
3,13,2,0,10,66,2,67,948973933,367091647,609566125,551354157,1070071663,426377163,232742157,8589136,438636691,246663312
3,9,0,0,10,9,2,0,948973933,367091647,609066489,116293518,868220767,377225062,557890188,735472180,258809223,30417452
3,9,2,0,10,70,2,67,948973933,367091647,609066489,116293518,868220767,377225062,557890188,735472180,258809223,30417452
3,58,0,0,10,25,2,0,948973933,367016626,877621536,851410929,1021312489,805961853,232711950,168462779,305738294,364402777
1,128,0,0,9,3,2,250,2588465920,33423363,4278191103,2147614656,16769024,2146435103,4160750588,232358016,0,
1,129,0,0,9,18,2,250,2584911869,4292869631,3757834271,4261404669,4292869631,3758078907,3015424955,2906950656,0,
2,26,1,0,8,22,2,0,33961912,1488210459,1945250984,1930444800,3192610993,1626255338,2863290722,411107328,,
2,29,1,0,8,36,2,0,33950971,4219816388,2760005150,939573248,2224709783,3641529002,2863286066,2021720064,,
1,137,0,0,9,0,2,236,3338403840,0,0,0,0,0,0,140252864,0,
1,128,0,0,9,3,2,250,3329449194,4017238151,2856913305,2279181878,1601403848,1140316532,2636640739,2918441984,0,
1,129,0,0,9,18,2,250,3338403840,0,0,0,0,0,0,140252864,0,
2,29,5,0,8,69,2,0,50741233,1468549630,2172923525,1409155072,2300231680,42,2863303998,746536960,,
6,16,0,6,4,15,2,0,1158679311,3404779556,1163722752,44761089,,,,,,
6,21,0,11,4,16,2,0,1158679311,3404779556,1163722752,44761089,,,,,,
6,9,0,5,4,14,2,0,1158679341,3925921804,1163165696,44761089,,,,,,
6,21,2,11,4,88,2,0,1158679311,3404779556,1163722752,44761089,,,,,,
6,9,2,5,4,92,2,0,1158679341,3925921804,1163165696,44761089,,,,,,
2,26,5,0,8,73,2,0,50741232,1397210944,1690319818,2923462656,2405089280,42,2863306855,159334400,,
1,137,0,0,9,0,2,236,1409024000,0,0,0,0,0,0,25179840,0,
1,128,0,0,9,3,2,250,1409024256,1094247,3909091360,3222536192,0,0,0,106429824,0,
1,129,0,0,9,18,2,250,1409024000,0,0,0,0,0,0,25179840,0,
2,21,1,0,8,50,2,0,67507711,3959418391,2616870916,2147467264,2524998875,1284134506,2863285958,3574251520,,
2,26,1,0,8,22,2,0,67508991,3590316055,2550199078,402702336,2147511303,943608938,2863299510,1456128000,,
2,29,1,0,8,36,2,0,67509759,4043306775,2617167860,1342160896,2189454530,3174981866,2863289545,3326787584,,
1,137,0,0,9,0,2,236,2600206336,0,0,0,0,0,0,478639936,0,
1,128,0,0,9,3,2,250,2584920083,4278190591,3231711625,893444093,4292869631,3757940667,2545680383,4291160000,0,
1,129,0,0,9,18,2,250,2600206336,0,0,0,0,0,0,478639936,0,
0,24,0,0,10,5,2,0,583095850,2272463280,358875181,2194253302,2574585669,2269739380,516669776,218478210,2147490793,3079359603
0,23,0,0,10,2,2,0,583095850,2272463280,358875355,46769631,427102060,122255709,2664168340,763737778,2147486748,309649071
0,18,0,0,10,4,2,0,583095850,2272463280,358875272,46769631,427102060,122255709,2664168340,705017516,5640,788388164
0,25,0,0,10,21,2,0,583095850,2272463280,358875181,2194253302,2574585669,2269739380,516670229,2206578255,4193241,2403054515
2,26,5,0,8,73,2,0,88530624,51411966,3893013548,2982838272,2863300608,42,2863307701,1006583808,,
6,9,0,5,4,14,2,0,1326218145,922009780,432361472,44761089,,,,,,
6,16,0,6,4,15,2,0,1326240507,880066755,700801024,44761089,,,,,,
6,21,0,11,4,16,2,0,1326240507,880066756,700575744,44761089,,,,,,
6,6,0,3,4,31,2,0,1326240507,880066756,700575744,44761089,,,,,,
6,21,2,11,4,88,2,0,1326240507,880066756,700575744,44761089,,,,,,
2,29,5,0,8,69,2,0,88530624,51412383,1879747628,2982838272,2863300608,42,2863307391,2491367424,,
6,9,2,5,4,92,2,0,1326218145,922009780,432361472,44761089,,,,,,
5,3,0,0,10,39,2,0,583051905,2272461151,359154135,536870954,2147483689,2147483689,2147483770,2571482766,2151677738,3219777943
5,7,0,0,10,20,2,0,583051905,2272461151,359154135,536870954,2147483689,2147483689,2147499430,2571482766,2147483689,3221212936
1,137,0,0,9,0,2,236,3322765308,2096639,4294836191,4261396483,4290772992,536846265,3149536691,2296637888,0,
1,128,0,0,9,3,2,250,3322470397,4292869631,3757965279,4228046847,4292869631,3758078907,3148322747,2384338944,0,
1,129,0,0,9,18,2,250,3322781692,6290943,4294836191,4261396480,0,536846265,3149536691,2467462784,0,
2,26,1,0,8,22,2,0,117440511,4278190081,303584905,3796025344,2334033989,2395700906,2863288641,3972775936,,
2,29,1,0,8,36,2,0,117440511,4278190081,303584905,3796025344,2334045300,3882421866,2863288230,416006144,,
1,137,0,0,9,0,2,236,1393123325,4292869631,3221356511,4261404671,4292870143,3221470137,4223380394,1009797824,0,
1,128,0,0,9,3,2,250,1393483773,4292869631,4293525471,4261404671,4294967295,1610595257,2075891059,2314101824,0,
1,129,0,0,9,18,2,250,1393139709,4292869631,3221356511,4261404671,4292870143,3221470137,4223380394,817003840,0,
2,29,5,0,8,69,2,0,158898040,2383021824,135004352,1318125568,2816999424,42,2863301897,2864660480,,
2,26,5,0,8,73,2,0,158898040,2383021824,135004352,1318125568,2816999424,42,2863301897,2864660480,,
6,9,0,5,4,14,2,0,1427916623,104907308,1129967616,44761089,,,,,,
6,21,0,11,4,16,2,0,1427916592,3908092488,1129920512,44761089,,,,,,
6,6,0,3,4,31,2,0,1427916080,3908092488,1129893888,44761089,,,,,,
6,21,2,11,4,88,2,0,1427916592,3908092488,1129920512,44761089,,,,,,
6,9,2,5,4,92,2,0,1427916623,104907308,1129967616,44761089,,,,,,
2,33,5,0,8,72,2,0,158898040,2383021824,135004352,1318125568,2816999424,42,2863301897,2864660480,,
0,24,4,0,10,86,2,67,2338460124,3223020914,1706842326,7284737,4288544512,38215689,1446792073,317646952,1013043375,324580874
0,18,4,0,10,82,2,67,2336887260,3226166642,1702358421,2153224193,4288544512,38215689,1446792073,0,3921,4015568010
0,23,4,0,10,83,2,67,2338197980,3225380210,1687397957,2150658049,4288544512,38215689,1446792073,0,687,1658369482
5,3,4,0,10,96,2,67,2332971484,3231478786,1912557395,2147241984,2506444842,2863311530,2863311530,2863311530,2863309776,3575165130
5,7,4,0,10,85,2,67,2334020060,3231478786,1912602314,4294957056,2506444842,2863311530,2863311530,2863311530,2863309247,1248375242
5,4,4,0,10,95,2,67,2333233628,3231478786,1912579296,2147338240,2506444842,2863311530,2863311530,2863311530,2863311125,1857597706
1,137,0,0,9,0,2,236,2584829949,4292869631,3757834271,4261404669,4292869631,3758078907,3015424955,2479777152,0,
1,128,0,0,9,3,2,250,2600206592,1427199189,135483732,3570422225,1073741824,0,0,838517248,0,
1,129,0,0,9,18,2,250,2584780797,4292869631,3757834271,4261404669,4292869631,3758078907,3015424955,2923098688,0,
3,25,0,0,10,6,2,250,948978022,368578530,183214485,1281131,117260513,2433228,616879257,1539172,341267685,762559293
3,23,0,0,10,10,2,250,948978022,368578530,183214485,1281131,117260513,2433228,616879257,1539172,341267685,762559293
3,6,0,0,10,7,2,250,948978022,368578530,183214485,1281131,117260513,2433228,616879257,1539172,341267685,762558779
3,6,2,0,10,65,2,67,948978022,368578530,183214485,1281131,117260513,2433228,616879257,1539172,341267685,762558779
3,8,0,0,10,8,2,250,948978022,368578530,183214485,1281131,117260513,2433228,616879257,1539172,341267685,762558779
3,16,0,0,10,24,2,250,948978022,368578530,183214485,1281131,117260513,2433228,616879257,1539172,341267685,762558779
3,8,2,0,10,64,2,67,948978022,368578530,183214485,1281131,117260513,2433228,616879257,1539172,341267685,762558779
3,16,2,0,10,67,2,67,948978022,368578530,183214485,1281131,117260513,2433228,616879257,1539172,341267685,762558779
3,13,2,0,10,66,2,67,948978022,368578530,183214485,1281131,117260513,2433228,616879257,1539172,341267685,762558779
3,9,0,0,10,9,2,250,948978022,368578530,183214485,1281131,117260513,2433228,616879257,1539172,341267685,762558779
3,9,2,0,10,70,2,67,948978022,368578530,183214485,1281131,117260513,2433228,616879257,1539172,341267685,762558779
3,58,0,0,10,25,2,250,948978022,368578530,183219359,1425772,585674485,540778502,731449013,1982800,126603097,585337031
2,29,1,0,8,36,2,0,158898019,2550135040,3146080,1346371584,2481606657,64509674,2863293835,3225485312,,
2,26,1,0,8,22,2,0,158898019,2550135040,3146080,1346371584,2481603586,1140352106,2863293497,746651648,,
1,137,0,0,9,0,2,236,3328453096,200540670,3444508414,2162154048,939524096,0,0,2443658560,0,
1,128,0,0,9,3,2,250,3328626975,1811865547,3682402689,2139414454,2247131151,3539402719,3231686968,3680587136,0,
1,129,0,0,9,18,2,250,3328453096,200409598,3444508414,1086315584,939524096,0,1,475229760,0,
2,29,5,0,8,69,2,0,175324943,3811022847,1073737983,2835382272,2978316288,42,2863303077,1992245248,,
6,16,0,6,4,15,2,32,1593035684,951369648,676575232,44761089,,,,,,
6,21,0,11,4,16,2,32,1593035684,951369648,676575232,44761089,,,,,,
6,6,0,3,4,31,2,0,1593035684,951369648,676575232,44761089,,,,,,
6,9,0,5,4,14,2,0,1593033802,850706336,374548480,44761089,,,,,,
6,21,2,11,4,88,2,0,1593035684,951369648,676575232,44761089,,,,,,
2,26,5,0,8,73,2,0,175324943,3811022847,1073737983,2835382272,2978316288,42,2863303077,1992245248,,
6,9,2,5,4,92,2,0,1593033802,850706336,374548480,44761089,,,,,,
1,137,0,0,9,0,2,236,1409024000,0,0,0,0,0,0,25179840,0,
1,128,0,0,9,3,2,250,1409025280,2670469,702545952,4194304,0,0,0,234486720,0,
1,129,0,0,9,18,2,250,1409024000,0,0,0,0,0,0,25179840,0,
2,26,1,0,8,22,2,0,175675775,3803044350,4127170815,2835382272,2978320977,660194538,2863285259,3192569856,,
2,29,1,0,8,36,2,0,175675775,3803044350,4127170815,2835382272,2978324948,834929898,2863299435,1972027392,,
1,137,0,0,9,0,2,236,2584215551,4294705152,0,0,512,0,0,1743463168,0,
1,128,0,0,9,3,2,250,2584789011,4282384895,3231711561,826302461,4292869631,3757940667,2545680383,4015302144,0,
1,129,0,0,9,18,2,250,2600206336,0,0,0,0,0,0,478639936,0,
0,24,0,0,10,5,2,0,583095850,2272471768,222278622,2394309050,2402663110,3216720463,26237048,58337361,2202939873,2243338095
0,18,0,0,10,4,2,0,583095850,2272471768,704684538,2349350736,601292406,2155348116,979051125,2171725940,55860308,95854563
2,29,5,0,8,69,2,0,9786709,1431655765,1431655765,1431846912,2573533184,42,2863306578,2847883264,,
2,26,5,0,8,73,2,0,9786709,1431655765,1431655765,1431846912,2573533184,42,2863306578,2847883264,,
6,16,0,6,4,15,2,0,1696900940,1035001184,541863936,44761089,,,,,,
6,21,0,11,4,16,2,0,1696900940,1035001184,541863936,44761089,,,,,,
6,6,0,3,4,31,2,0,1696900940,1035001184,541863936,44761089,,,,,,
6,21,2,11,4,88,2,0,1696900940,1035001184,541863936,44761089,,,,,,
5,3,0,0,10,39,2,0,583051905,2272469559,423672108,116586228,33078813,2165016964,456862903,990769852,990755301,2243338095
5,7,0,0,10,20,2,0,583051905,2272469559,427168136,16188,892034836,981057597,2238267482,3218911885,3133522843,95854563
1,137,0,0,9,0,2,236,3322830844,2096639,4294836191,4261396483,4290772992,536846265,3149536691,3135977408,0,
1,129,0,0,9,18,2,250,3322847228,6290943,4294836191,4261396480,0,536846265,3149536691,2702876800,0,
2,26,1,0,8,22,2,0,308883349,1604408382,3842799608,2351513600,2891548802,1739134250,2863290592,646692864,,
1,137,0,0,9,0,2,236,1393188861,4292869631,3221356511,4261404671,4292870143,3221470137,4223380394,238589120,0,
1,129,0,0,9,18,2,250,1393205245,4292869631,3221356511,4261404671,4292870143,3221470137,4223380394,45785920,0,
2,29,5,0,8,69,2,0,9786709,1431655765,1431655765,1431846912,2573565952,42,2863302782,2441035776,,
2,26,5,0,8,73,2,1,9786709,1431655765,1431655765,1431846912,2573565952,42,2863302782,2441035776,,
6,21,0,11,4,16,2,0,1856044089,2985607119,677879808,44761089,,,,,,
6,21,2,11,4,88,2,1,1856044089,2985607119,677879808,44761089,,,,,,
6,20,0,9,4,17,2,0,1856044089,2985607119,677879808,44761089,,,,,,
1,137,0,0,9,0,2,236,2584895485,4292869631,3757834271,4261404669,4292869631,3758078907,3015424955,2714155904,0,
1,129,0,0,9,18,2,250,2584846333,4292869631,3757834271,4261404669,4292869631,3758078907,3015424955,2672579072,0,
3,25,0,0,10,6,2,250,948982121,370150945,622103728,671030,843605687,270338189,197580231,1063686136,545495748,150055861
3,23,0,0,10,10,2,250,948982121,370150945,622103728,671030,843605687,270338189,197580231,1063686136,545495748,150055861
3,6,0,0,10,7,2,250,948982121,370150945,622103728,671030,843605687,270338189,197580231,1063686136,545495748,150055347
3,6,2,0,10,65,2,67,948982121,370150945,622103728,671030,843605687,270338189,197580231,1063686136,545495748,150055347
3,8,0,0,10,8,2,250,948982121,370150945,622103728,671030,843605687,270338189,197580231,1063686136,545495748,150055347
3,16,0,0,10,24,2,250,948982121,370150945,622103728,671030,843605687,270338189,197580231,1063686136,545495748,150055347
3,8,2,0,10,64,2,67,948982121,370150945,622103728,671030,843605687,270338189,197580231,1063686136,545495748,150055347
3,16,2,0,10,67,2,67,948982121,370150945,622103728,671030,843605687,270338189,197580231,1063686136,545495748,150055347
3,13,2,0,10,66,2,67,948982121,370150945,622103728,671030,843605687,270338189,197580231,1063686136,545495748,150055347
3,9,0,0,10,9,2,250,948982121,370150945,622103728,671030,843605687,270338189,197580231,1063686136,545495748,150055347
3,9,2,0,10,70,2,67,948982121,370150945,622103728,671030,843605687,270338189,197580231,1063686136,545495748,150055347
3,58,0,0,10,25,2,250,948982121,370150945,622108339,1243750,360645815,540235835,499976127,1063996363,892720549,584608858
2,26,1,0,8,22,2,0,348466281,1107342132,1769816551,59179008,2398060867,4287017578,2863289614,1526792192,,
2,29,1,0,8,36,2,0,341771983,398947079,940170362,2025897984,3017353550,1271362154,2863293271,2424373248,,
2,21,1,0,8,50,2,0,350305108,3721071311,1260248291,2959622144,2263755126,3305468522,2863292806,2042691584,,
1,137,0,0,9,0,2,236,3328819287,3801025648,1803738135,3774810236,1807912464,1887388538,417380128,512949888,0,
1,129,0,0,9,18,2,250,3338403840,0,0,0,0,0,0,140252864,0,
6,21,0,11,4,16,2,0,1965839208,2097208964,347723776,44761089,,,,,,
6,21,2,11,4,88,2,0,1965839208,2097208964,347723776,44761089,,,,,,
2,29,5,0,8,69,2,0,9786709,1431655765,1431655765,1431846912,2573598720,42,2863313961,100614144,,
2,26,5,0,8,73,2,0,9786709,1431655765,1431655765,1431846912,2573598720,42,2863313961,100614144,,
1,137,0,0,9,0,2,236,1409024000,0,0,0,0,0,0,25179840,0,
1,129,0,0,9,18,2,250,1399441507,2735347024,2391004697,3233711412,432156457,3910879160,899777760,616862912,0,
2,26,1,0,8,22,2,0,271540723,2823674846,3781626810,872529920,2777699752,3050011242,2863284920,4283088896,,
2,29,1,0,8,36,2,0,283581448,2476740915,4027081264,2080210944,2688548525,3391122794,2863297208,680181760,,
1,137,0,0,9,0,2,236,2600206336,0,0,0,0,0,0,478639936,0,
1,129,0,0,9,18,2,250,2600206336,0,0,0,0,0,0,478639936,0,
0,24,0,0,10,5,2,0,583095850,2272480168,1071994156,368585673,2149484950,2222120303,126896996,227458557,3219690314,2365707355
0,23,0,0,10,2,2,0,583095850,2272480168,1687704,490021477,3219917342,2361275120,150135628,764727207,1072359606,2914936288
0,18,0,0,10,4,2,0,583095850,2272480168,79427,547690436,510414,2823879353,2320409230,3005693124,1072264042,2856209136
2,29,5,0,8,69,2,0,9786709,1431655765,1431655765,1431846912,2573631488,42,2863311621,1027555328,,
2,26,5,0,8,73,2,0,9786709,1431655765,1431655765,1431846912,2573631488,42,2863311621,1027555328,,
6,21,0,11,4,16,2,0,2140796111,2255798244,672305152,44761089,,,,,,
6,21,2,11,4,88,2,0,2140796111,2255798244,672305152,44761089,,,,,,
5,7,0,0,10,20,2,0,583051905,2272478023,1073422239,389404248,1056587815,50968846,2152529221,2408190265,2147697202,2571108380
1,137,0,0,9,0,2,236,3322699772,2096639,4294836191,4261396483,4290772992,536846265,3149536691,3113568640,0,
1,129,0,0,9,18,2,250,3322716156,6290943,4294836191,4261396480,0,536846265,3149536691,2724519616,0,
2,26,1,0,8,22,2,0,9786709,1431655765,1431655765,1431846912,2573649482,2164517610,2863290595,3901472768,,
2,29,1,0,8,36,2,0,9786709,1431655765,1431655765,1431846912,2573656178,2177090410,2863285729,2936782848,,
1,128,0,0,9,3,2,250,1393418237,4292869631,4293525471,4261404671,4294967295,1610595257,2075891059,3152460352,0,
1,129,0,0,9,18,2,250,1393074173,4292869631,3221356511,4261404671,4292870143,3221470137,4223380394,29678848,0,
2,29,5,0,8,69,2,0,9786709,1431655765,1431655765,1431846912,2573664256,42,2863303281,1954496512,,
2,26,5,0,8,73,2,0,9786709,1431655765,1431655765,1431846912,2573664256,42,2863303281,1954496512,,
6,21,0,11,4,16,2,0,135370779,1405632906,729759744,44761090,,,,,,
6,21,2,11,4,88,2,0,135370779,1405632906,729759744,44761090,,,,,,
0,18,4,0,10,82,2,67,2336793052,3509240907,2023293064,1080033047,2197657600,1238314461,2080905034,3809880878,2718958887,1392030859
0,23,4,0,10,83,2,67,2338103772,3509240895,2023293115,3707764130,2190409728,2556201545,2159548412,660747991,1196560225,4081628619
1,137,0,0,9,0,2,236,2584764413,4292869631,3757834271,4261404669,4292869631,3758078907,3015424955,2730018240,0,
1,128,0,0,9,3,2,250,2591236209,1926304002,1830387261,822849074,613123760,2213592193,2444228898,2088842752,0,
1,129,0,0,9,18,2,250,2584911869,4292869631,3757834271,4261404669,4292869631,3758078907,3015424955,2906950656,0,
3,6,0,0,10,7,2,250,948965728,371720368,135539613,1015369475,807740544,936103849,248598506,738210947,77774718,797081856
3,6,2,0,10,65,2,67,948965728,371720368,135539613,1015369475,807740544,936103849,248598506,738210947,77774718,797081856
3,8,0,0,10,8,2,250,948965728,371720368,135539613,1015484169,958735568,936103849,248598506,738216841,780820624,228983079
3,16,0,0,10,24,2,250,948965728,371720368,135539613,1019105430,807740544,936103849,248598506,738214786,274022401,94478808
3,8,2,0,10,64,2,67,948965728,371720368,135539613,1015484169,958735568,936103849,248598506,738216841,780820624,228983079
3,16,2,0,10,67,2,67,948965728,371720368,135539613,1019105430,807740544,936103849,248598506,738214786,274022401,94478808
3,13,2,0,10,66,2,67,948965728,371720368,135539613,1018818713,455418928,936103849,248598506,738227332,562929503,947634584
3,9,0,0,10,9,2,250,948965728,371720368,135539613,1015291907,656745568,936103849,248598506,738230154,216686592,315851055
3,9,2,0,10,70,2,67,948965728,371720368,135539613,1015291907,656745568,936103849,248598506,738230154,216686592,315851055
3,58,0,0,10,25,2,250,948965728,371953849,135563166,381313152,2361793,1002884748,539021147,268452055,7684,413622203
2,26,1,0,8,22,2,0,9786709,1431655765,1431655765,1431846912,2573682497,303378986,2863300505,2248212480,,
2,29,1,0,8,36,2,0,9786709,1431655765,1431655765,1431846912,2573682202,546643370,2863296765,3636527104,,
1,137,0,0,9,0,2,236,3329318153,1143078976,196735,3622040640,1094750304,1140785023,3220700159,1218433344,0,
1,128,0,0,9,3,2,250,3328805929,1089078864,855742987,3773728688,1029827341,3630334548,263216736,787730816,0,
1,129,0,0,9,18,2,250,3329383689,2216820800,196735,3622040640,1094750304,1140785023,2952264703,2052234624,0,
2,29,5,0,8,69,2,0,33950971,4219816388,2760005150,939573248,2224701440,42,2863310879,2902409216,,
6,21,0,11,4,16,2,0,277938187,2750159061,1847091200,44761090,,,,,,
6,9,0,5,4,14,2,0,277938269,475287773,70264832,44761090,,,,,,
6,21,2,11,4,88,2,0,277938187,2750159061,1847091200,44761090,,,,,,
2,26,5,0,8,73,2,0,33961912,1488210459,1945250984,1930444800,3192602624,42,2863303045,2373926912,,
1,137,0,0,9,0,2,236,1399947394,2166407303,4261347199,4026007194,2233655664,603783873,1881675515,1612384192,0,
1,129,0,0,9,18,2,250,1400012930,2166407303,4261347167,4026007168,0,0,0,1041621248,0,
2,26,1,0,8,22,2,0,17171942,3464971236,3304675,2852438016,2457390020,4067937962,2863284873,1472905216,,
2,29,1,0,8,36,2,0,17171942,3555421846,3073025,2852438016,2640635204,4067937962,2863293298,2840248320,,
1,129,0,0,9,18,2,250,2590640221,582554448,2265095250,4092532984,2711862297,3501884788,681647712,686345344,0,
0,24,0,0,10,5,2,0,583095850,2272488684,374984026,2386621082,3209854980,675508494,2694302284,193938612,3024079,255852399
0,23,0,0,10,2,2,0,583095850,2272488684,374984108,239137459,1062371373,2822992167,546818614,2341422237,2150507750,2403336112
0,18,0,0,10,4,2,0,583095850,2272488684,374984108,239137459,1062371373,2822992167,546818614,2341422237,2150507750,2403336112
2,26,5,0,8,73,2,0,67508991,3590316055,2550199078,402702336,2147500032,42,2863309829,3024044032,,
6,21,0,11,4,16,2,0,503461324,16269498,982970368,44761090,,,,,,
6,21,2,11,4,88,2,0,503461324,16269498,982970368,44761090,,,,,,
2,29,5,0,8,69,2,0,67509759,4043306775,2617167860,1342160896,2189443072,42,2863308497,822034432,,
2,21,5,0,8,74,2,67,67507711,3959418391,2616870916,2147467264,2524987392,42,2863312208,2365538304,,
1,137,0,0,9,0,2,236,3322765308,2096639,4294836191,4261396483,4290772992,536846265,3149536691,2296637888,0,
1,129,0,0,9,18,2,250,3322781692,6290943,4294836191,4261396480,0,536846265,3149536691,2467462784,0,
2,26,1,0,8,22,2,0,50741232,1397210944,1690319818,2923462656,2405092035,2545393642,2863297864,2450243584,,
